OBJECTID,stop_UID,stop_agency,stop_id,route_id
1603,NCTD_21946,NCTD,21946,309
1604,NCTD_21946,NCTD,21946,609
1605,NCTD_21947,NCTD,21947,309
1606,NCTD_21947,NCTD,21947,609
1607,NCTD_21948,NCTD,21948,309
1608,NCTD_21948,NCTD,21948,609
1609,NCTD_21949,NCTD,21949,304
1610,NCTD_21949,NCTD,21949,309
1611,NCTD_21949,NCTD,21949,609
1612,NCTD_21950,NCTD,21950,304
1613,NCTD_21950,NCTD,21950,309
1614,NCTD_21950,NCTD,21950,609
1615,NCTD_21952,NCTD,21952,318
1616,NCTD_21954,NCTD,21954,308
1617,NCTD_21955,NCTD,21955,306
1618,NCTD_21957,NCTD,21957,332
1619,NCTD_21958,NCTD,21958,318
1620,NCTD_21959,NCTD,21959,305
1621,NCTD_21959,NCTD,21959,634
1622,NCTD_21960,NCTD,21960,318
1623,NCTD_21961,NCTD,21961,308
1624,NCTD_21962,NCTD,21962,634
1625,NCTD_21963,NCTD,21963,332
1626,NCTD_21964,NCTD,21964,634
1627,NCTD_21965,NCTD,21965,305
1628,NCTD_21966,NCTD,21966,305
1629,NCTD_21968,NCTD,21968,305
1630,NCTD_21969,NCTD,21969,305
1631,NCTD_21971,NCTD,21971,305
1632,NCTD_21972,NCTD,21972,359
1633,NCTD_21975,NCTD,21975,352
1634,NCTD_21975,NCTD,21975,354
1635,NCTD_21975,NCTD,21975,652
1636,NCTD_21976,NCTD,21976,388
1637,NCTD_21977,NCTD,21977,388
1638,NCTD_21978,NCTD,21978,371
1639,NCTD_21979,NCTD,21979,388
1640,NCTD_21980,NCTD,21980,371
1641,NCTD_21981,NCTD,21981,371
1642,NCTD_21985,NCTD,21985,395
1643,NCTD_21986,NCTD,21986,392
1644,NCTD_21986,NCTD,21986,395
1645,NCTD_21996,NCTD,21996,313
1646,NCTD_21997,NCTD,21997,309
1647,NCTD_22000,NCTD,22000,302
1648,NCTD_22000,NCTD,22000,315
1649,NCTD_22000,NCTD,22000,325
1650,NCTD_22002,NCTD,22002,309
1651,NCTD_22004,NCTD,22004,315
1652,NCTD_22004,NCTD,22004,325
1653,NCTD_22005,NCTD,22005,304
1654,NCTD_22005,NCTD,22005,604
1655,NCTD_22006,NCTD,22006,303
1656,NCTD_22007,NCTD,22007,301
1657,NCTD_22008,NCTD,22008,309
1658,NCTD_22008,NCTD,22008,609
1659,NCTD_22009,NCTD,22009,308
1660,NCTD_22013,NCTD,22013,332
1661,NCTD_22014,NCTD,22014,332
1662,NCTD_22015,NCTD,22015,306
1663,NCTD_22016,NCTD,22016,634
1664,NCTD_22017,NCTD,22017,304
1665,NCTD_22017,NCTD,22017,604
1666,NCTD_22018,NCTD,22018,308
1667,NCTD_22020,NCTD,22020,347
1668,NCTD_22022,NCTD,22022,359
1669,NCTD_22023,NCTD,22023,305
1670,NCTD_22025,NCTD,22025,356
1671,NCTD_22028,NCTD,22028,356
1672,NCTD_22032,NCTD,22032,388
1673,NCTD_22033,NCTD,22033,388
1674,NCTD_22034,NCTD,22034,371
1675,NCTD_22035,NCTD,22035,388
1676,NCTD_22036,NCTD,22036,371
1677,NCTD_22037,NCTD,22037,388
1678,NCTD_22038,NCTD,22038,388
1679,NCTD_22039,NCTD,22039,371
1680,NCTD_22040,NCTD,22040,388
1681,NCTD_22042,NCTD,22042,371
1682,NCTD_22043,NCTD,22043,395
1683,NCTD_22049,NCTD,22049,395
1684,NCTD_22050,NCTD,22050,395
1685,NCTD_22051,NCTD,22051,395
1686,NCTD_22053,NCTD,22053,395
1687,NCTD_22054,NCTD,22054,395
1688,NCTD_22055,NCTD,22055,395
1689,NCTD_22056,NCTD,22056,395
1690,NCTD_22058,NCTD,22058,395
1691,NCTD_22059,NCTD,22059,395
1692,NCTD_22061,NCTD,22061,315
1693,NCTD_22061,NCTD,22061,325
1694,NCTD_22061,NCTD,22061,623
1695,NCTD_22063,NCTD,22063,392
1696,NCTD_22064,NCTD,22064,392
1697,NCTD_22065,NCTD,22065,315
1698,NCTD_22066,NCTD,22066,309
1699,NCTD_22066,NCTD,22066,609
1700,NCTD_22067,NCTD,22067,315
1701,NCTD_22069,NCTD,22069,301
1702,NCTD_22070,NCTD,22070,308
1703,NCTD_22071,NCTD,22071,308
1704,NCTD_22073,NCTD,22073,301
1705,NCTD_22074,NCTD,22074,332
1706,NCTD_22074,NCTD,22074,632
1707,NCTD_22076,NCTD,22076,332
1708,NCTD_22079,NCTD,22079,354
1709,NCTD_22079,NCTD,22079,356
1710,NCTD_22081,NCTD,22081,301
1711,NCTD_22081,NCTD,22081,302
1712,NCTD_22082,NCTD,22082,303
1713,NCTD_22082,NCTD,22082,309
1714,NCTD_22084,NCTD,22084,315
1715,NCTD_22084,NCTD,22084,392
1716,NCTD_22087,NCTD,22087,301
1717,NCTD_22088,NCTD,22088,308
1718,NCTD_22089,NCTD,22089,308
1719,NCTD_22090,NCTD,22090,308
1720,NCTD_22091,NCTD,22091,308
1721,NCTD_22093,NCTD,22093,332
1722,NCTD_22093,NCTD,22093,632
1723,NCTD_22094,NCTD,22094,301
1724,NCTD_22096,NCTD,22096,318
1725,NCTD_22097,NCTD,22097,305
1726,NCTD_22098,NCTD,22098,308
1727,NCTD_22103,NCTD,22103,301
1728,NCTD_22104,NCTD,22104,392
1729,NCTD_22106,NCTD,22106,301
1730,NCTD_22112,NCTD,22112,306
1731,NCTD_22118,NCTD,22118,357
1732,NCTD_22118,NCTD,22118,358
1733,NCTD_22118,NCTD,22118,359
1734,NCTD_22122,NCTD,22122,395
1735,NCTD_22123,NCTD,22123,395
1736,NCTD_22128,NCTD,22128,392
1737,NCTD_22128,NCTD,22128,395
1738,NCTD_22129,NCTD,22129,301
1739,NCTD_22129,NCTD,22129,302
1740,NCTD_22130,NCTD,22130,392
1741,NCTD_22132,NCTD,22132,392
1742,NCTD_22134,NCTD,22134,315
1743,NCTD_22134,NCTD,22134,392
1744,NCTD_22135,NCTD,22135,315
1745,NCTD_22135,NCTD,22135,392
1746,NCTD_22138,NCTD,22138,323
1747,NCTD_22138,NCTD,22138,623
1748,NCTD_22139,NCTD,22139,301
1749,NCTD_22142,NCTD,22142,308
1750,NCTD_22143,NCTD,22143,308
1751,NCTD_22145,NCTD,22145,332
1752,NCTD_22145,NCTD,22145,632
1753,NCTD_22147,NCTD,22147,332
1754,NCTD_22150,NCTD,22150,353
1755,NCTD_22151,NCTD,22151,353
1756,NCTD_22152,NCTD,22152,315
1757,NCTD_22153,NCTD,22153,303
1758,NCTD_22153,NCTD,22153,311
1759,NCTD_22156,NCTD,22156,350
1760,NCTD_22157,NCTD,22157,306
1761,NCTD_22162,NCTD,22162,318
1762,NCTD_22164,NCTD,22164,301
1763,NCTD_22165,NCTD,22165,395
1764,NCTD_22166,NCTD,22166,395
1765,NCTD_22168,NCTD,22168,301
1766,NCTD_22169,NCTD,22169,301
1767,NCTD_22171,NCTD,22171,301
1768,NCTD_22172,NCTD,22172,308
1769,NCTD_22193,NCTD,22193,444
1770,NCTD_22193,NCTD,22193,445
1771,NCTD_22198,NCTD,22198,305
1772,NCTD_22199,NCTD,22199,305
1773,NCTD_22201,NCTD,22201,395
1774,NCTD_22203,NCTD,22203,395
1775,NCTD_22205,NCTD,22205,304
1776,NCTD_22205,NCTD,22205,309
1777,NCTD_22206,NCTD,22206,309
1778,NCTD_22210,NCTD,22210,332
1779,NCTD_22211,NCTD,22211,332
1780,NCTD_22212,NCTD,22212,332
1781,NCTD_22212,NCTD,22212,632
1782,NCTD_22220,NCTD,22220,308
1783,NCTD_22220,NCTD,22220,353
1784,NCTD_22220,NCTD,22220,608
1785,NCTD_22349,NCTD,22349,309
1786,NCTD_22350,NCTD,22350,371
1787,NCTD_22351,NCTD,22351,371
1788,NCTD_22352,NCTD,22352,371
1789,NCTD_22353,NCTD,22353,352
1790,NCTD_22353,NCTD,22353,357
1791,NCTD_22353,NCTD,22353,371
1792,NCTD_22353,NCTD,22353,388
1793,NCTD_22353,NCTD,22353,652
1794,NCTD_22360,NCTD,22360,332
1795,NCTD_22360,NCTD,22360,632
1796,NCTD_22361,NCTD,22361,332
1797,NCTD_22362,NCTD,22362,332
1798,NCTD_22362,NCTD,22362,632
1799,NCTD_22363,NCTD,22363,332
1800,NCTD_22364,NCTD,22364,323
1801,NCTD_22364,NCTD,22364,623
1802,NCTD_22371,NCTD,22371,304
1803,NCTD_22371,NCTD,22371,309
1804,NCTD_22372,NCTD,22372,309
1805,NCTD_22372,NCTD,22372,609
1806,NCTD_22375,NCTD,22375,604
1807,NCTD_22376,NCTD,22376,604
1808,NCTD_22378,NCTD,22378,604
1809,NCTD_22381,NCTD,22381,604
1810,NCTD_22382,NCTD,22382,604
1811,NCTD_22383,NCTD,22383,604
1812,NCTD_22384,NCTD,22384,305
1813,NCTD_22385,NCTD,22385,305
1814,NCTD_22386,NCTD,22386,305
1815,NCTD_22387,NCTD,22387,347
1816,NCTD_22387,NCTD,22387,445
1817,NCTD_22387,NCTD,22387,645
1818,NCTD_22403,NCTD,22403,306
1819,NCTD_22403,NCTD,22403,318
1820,NCTD_22404,NCTD,22404,308
1821,NCTD_22404,NCTD,22404,608
1822,NCTD_22407,NCTD,22407,353
1823,NCTD_22408,NCTD,22408,353
1824,NCTD_22415,NCTD,22415,445
1825,NCTD_22416,NCTD,22416,445
1826,NCTD_22417,NCTD,22417,445
1827,NCTD_22418,NCTD,22418,444
1828,NCTD_22419,NCTD,22419,444
1829,NCTD_22420,NCTD,22420,444
1830,NCTD_22421,NCTD,22421,444
1831,NCTD_22422,NCTD,22422,444
1832,NCTD_22423,NCTD,22423,444
1833,NCTD_22426,NCTD,22426,444
1834,NCTD_22427,NCTD,22427,444
1835,NCTD_22428,NCTD,22428,444
1836,NCTD_22429,NCTD,22429,444
1837,NCTD_22430,NCTD,22430,444
1838,NCTD_22431,NCTD,22431,444
1839,NCTD_22432,NCTD,22432,315
1840,NCTD_22432,NCTD,22432,325
1841,NCTD_22442,NCTD,22442,301
1842,NCTD_22443,NCTD,22443,301
1843,NCTD_22446,NCTD,22446,301
1844,NCTD_22449,NCTD,22449,301
1845,NCTD_22461,NCTD,22461,604
1846,NCTD_22465,NCTD,22465,354
1847,NCTD_22466,NCTD,22466,354
1848,NCTD_22467,NCTD,22467,354
1849,NCTD_22468,NCTD,22468,354
1850,NCTD_22469,NCTD,22469,354
1851,NCTD_22470,NCTD,22470,354
1852,NCTD_22475,NCTD,22475,301
1853,NCTD_22476,NCTD,22476,315
1854,NCTD_22476,NCTD,22476,325
1855,NCTD_22477,NCTD,22477,309
1856,NCTD_22477,NCTD,22477,609
1857,NCTD_22479,NCTD,22479,309
1858,NCTD_22479,NCTD,22479,311
1859,NCTD_22480,NCTD,22480,309
1860,NCTD_22480,NCTD,22480,311
1861,NCTD_22481,NCTD,22481,309
1862,NCTD_22481,NCTD,22481,311
1863,NCTD_22482,NCTD,22482,309
1864,NCTD_22482,NCTD,22482,311
1865,NCTD_22484,NCTD,22484,309
1866,NCTD_22484,NCTD,22484,311
1867,NCTD_22485,NCTD,22485,309
1868,NCTD_22485,NCTD,22485,311
1869,NCTD_22486,NCTD,22486,309
1870,NCTD_22486,NCTD,22486,311
1871,NCTD_22487,NCTD,22487,309
1872,NCTD_22487,NCTD,22487,609
1873,NCTD_22488,NCTD,22488,304
1874,NCTD_22488,NCTD,22488,309
1875,NCTD_22488,NCTD,22488,609
1876,NCTD_22489,NCTD,22489,395
1877,NCTD_22491,NCTD,22491,356
1878,NCTD_22496,NCTD,22496,309
1879,NCTD_22499,NCTD,22499,303
1880,NCTD_22499,NCTD,22499,315
1881,NCTD_22503,NCTD,22503,444
1882,NCTD_22503,NCTD,22503,445
1883,NCTD_22504,NCTD,22504,444
1884,NCTD_22504,NCTD,22504,445
1885,NCTD_22506,NCTD,22506,445
1886,NCTD_22507,NCTD,22507,444
1887,NCTD_22508,NCTD,22508,445
1888,NCTD_22509,NCTD,22509,445
1889,NCTD_22511,NCTD,22511,445
1890,NCTD_22515,NCTD,22515,445
1891,NCTD_22516,NCTD,22516,445
1892,NCTD_22517,NCTD,22517,445
1893,NCTD_22518,NCTD,22518,445
1894,NCTD_22518,NCTD,22518,645
1895,NCTD_22519,NCTD,22519,445
1896,NCTD_22519,NCTD,22519,645
1897,NCTD_22520,NCTD,22520,445
1898,NCTD_22520,NCTD,22520,645
1899,NCTD_22521,NCTD,22521,347
1900,NCTD_22521,NCTD,22521,445
1901,NCTD_22521,NCTD,22521,645
1902,NCTD_22522,NCTD,22522,347
1903,NCTD_22522,NCTD,22522,445
1904,NCTD_22522,NCTD,22522,645
1905,NCTD_22524,NCTD,22524,347
1906,NCTD_22524,NCTD,22524,445
1907,NCTD_22524,NCTD,22524,645
1908,NCTD_22525,NCTD,22525,347
1909,NCTD_22525,NCTD,22525,445
1910,NCTD_22525,NCTD,22525,645
1911,NCTD_22526,NCTD,22526,347
1912,NCTD_22526,NCTD,22526,445
1913,NCTD_22526,NCTD,22526,645
1914,NCTD_22527,NCTD,22527,445
1915,NCTD_22527,NCTD,22527,645
1916,NCTD_22528,NCTD,22528,445
1917,NCTD_22528,NCTD,22528,645
1918,NCTD_22529,NCTD,22529,445
1919,NCTD_22529,NCTD,22529,645
1920,NCTD_22530,NCTD,22530,445
1921,NCTD_22530,NCTD,22530,645
1922,NCTD_22531,NCTD,22531,445
1923,NCTD_22532,NCTD,22532,445
1924,NCTD_22533,NCTD,22533,445
1925,NCTD_22534,NCTD,22534,445
1926,NCTD_22538,NCTD,22538,445
1927,NCTD_22539,NCTD,22539,309
1928,NCTD_22540,NCTD,22540,444
1929,NCTD_22542,NCTD,22542,445
1930,NCTD_22543,NCTD,22543,445
1931,NCTD_22544,NCTD,22544,444
1932,NCTD_22544,NCTD,22544,445
1933,NCTD_22545,NCTD,22545,444
1934,NCTD_22545,NCTD,22545,445
1935,NCTD_22548,NCTD,22548,444
1936,NCTD_22548,NCTD,22548,445
1937,NCTD_22549,NCTD,22549,444
1938,NCTD_22549,NCTD,22549,445
1939,NCTD_22550,NCTD,22550,445
1940,NCTD_22551,NCTD,22551,445
1941,NCTD_22552,NCTD,22552,445
1942,NCTD_22556,NCTD,22556,303
1943,NCTD_22556,NCTD,22556,309
1944,NCTD_22557,NCTD,22557,303
1945,NCTD_22558,NCTD,22558,303
1946,NCTD_22560,NCTD,22560,303
1947,NCTD_22560,NCTD,22560,634
1948,NCTD_22561,NCTD,22561,303
1949,NCTD_22563,NCTD,22563,306
1950,NCTD_22564,NCTD,22564,303
1951,NCTD_22565,NCTD,22565,303
1952,NCTD_22568,NCTD,22568,309
1953,NCTD_22574,NCTD,22574,309
1954,NCTD_22575,NCTD,22575,304
1955,NCTD_22575,NCTD,22575,604
1956,NCTD_22589,NCTD,22589,353
1957,NCTD_22591,NCTD,22591,353
1958,NCTD_22599,NCTD,22599,355
1959,NCTD_22599,NCTD,22599,371
1960,NCTD_22599,NCTD,22599,388
1961,NCTD_22600,NCTD,22600,309
1962,NCTD_22600,NCTD,22600,609
1963,NCTD_22601,NCTD,22601,445
1964,NCTD_22608,NCTD,22608,351
1965,NCTD_22608,NCTD,22608,651
1966,NCTD_22609,NCTD,22609,355
1967,NCTD_22609,NCTD,22609,358
1968,NCTD_22609,NCTD,22609,359
1969,NCTD_22620,NCTD,22620,306
1970,NCTD_22622,NCTD,22622,306
1971,NCTD_22623,NCTD,22623,306
1972,NCTD_22624,NCTD,22624,306
1973,NCTD_22629,NCTD,22629,309
1974,NCTD_22631,NCTD,22631,309
1975,NCTD_22631,NCTD,22631,311
1976,NCTD_22632,NCTD,22632,309
1977,NCTD_22632,NCTD,22632,311
1978,NCTD_22633,NCTD,22633,309
1979,NCTD_22633,NCTD,22633,311
1980,NCTD_22635,NCTD,22635,311
1981,NCTD_22636,NCTD,22636,309
1982,NCTD_22636,NCTD,22636,311
1983,NCTD_22637,NCTD,22637,309
1984,NCTD_22637,NCTD,22637,311
1985,NCTD_22638,NCTD,22638,303
1986,NCTD_22638,NCTD,22638,313
1987,NCTD_22641,NCTD,22641,311
1988,NCTD_22642,NCTD,22642,311
1989,NCTD_22647,NCTD,22647,313
1990,NCTD_22648,NCTD,22648,313
1991,NCTD_22649,NCTD,22649,313
1992,NCTD_22650,NCTD,22650,309
1993,NCTD_22650,NCTD,22650,313
1994,NCTD_22650,NCTD,22650,315
1995,NCTD_22651,NCTD,22651,313
1996,NCTD_22652,NCTD,22652,313
1997,NCTD_22653,NCTD,22653,313
1998,NCTD_22658,NCTD,22658,311
1999,NCTD_22663,NCTD,22663,309
2000,NCTD_22663,NCTD,22663,311
2001,NCTD_22664,NCTD,22664,309
2002,NCTD_22665,NCTD,22665,309
2003,NCTD_22666,NCTD,22666,309
2004,NCTD_22667,NCTD,22667,309
2005,NCTD_22668,NCTD,22668,309
2006,NCTD_22668,NCTD,22668,311
2007,NCTD_22689,NCTD,22689,351
2008,NCTD_22691,NCTD,22691,355
2009,NCTD_22695,NCTD,22695,351
2010,NCTD_22695,NCTD,22695,651
2011,NCTD_22696,NCTD,22696,351
2012,NCTD_22696,NCTD,22696,651
2013,NCTD_22697,NCTD,22697,352
2014,NCTD_22697,NCTD,22697,652
2015,NCTD_22698,NCTD,22698,352
2016,NCTD_22698,NCTD,22698,652
2017,NCTD_22699,NCTD,22699,352
2018,NCTD_22699,NCTD,22699,652
2019,NCTD_22703,NCTD,22703,357
2020,NCTD_22704,NCTD,22704,357
2021,NCTD_22704,NCTD,22704,388
2022,NCTD_22706,NCTD,22706,355
2023,NCTD_22707,NCTD,22707,355
2024,NCTD_22708,NCTD,22708,355
2025,NCTD_22710,NCTD,22710,354
2026,NCTD_22711,NCTD,22711,651
2027,NCTD_22712,NCTD,22712,354
2028,NCTD_22713,NCTD,22713,354
2029,NCTD_22714,NCTD,22714,356
2030,NCTD_22715,NCTD,22715,356
2031,NCTD_22716,NCTD,22716,356
2032,NCTD_22717,NCTD,22717,355
2033,NCTD_22717,NCTD,22717,371
2034,NCTD_22717,NCTD,22717,388
2035,NCTD_22718,NCTD,22718,355
2036,NCTD_22718,NCTD,22718,388
2037,NCTD_22719,NCTD,22719,355
2038,NCTD_22719,NCTD,22719,388
2039,NCTD_22724,NCTD,22724,371
2040,NCTD_22725,NCTD,22725,371
2041,NCTD_22726,NCTD,22726,371
2042,NCTD_22727,NCTD,22727,371
2043,NCTD_22740,NCTD,22740,652
2044,NCTD_22741,NCTD,22741,357
2045,NCTD_22741,NCTD,22741,388
2046,NCTD_22742,NCTD,22742,357
2047,NCTD_22742,NCTD,22742,388
2048,NCTD_22743,NCTD,22743,357
2049,NCTD_22743,NCTD,22743,371
2050,NCTD_22743,NCTD,22743,388
2051,NCTD_22750,NCTD,22750,392
2052,NCTD_22751,NCTD,22751,395
2053,NCTD_22752,NCTD,22752,308
2054,NCTD_22752,NCTD,22752,608
2055,NCTD_22756,NCTD,22756,371
2056,NCTD_22757,NCTD,22757,371
2057,NCTD_22758,NCTD,22758,353
2058,NCTD_22759,NCTD,22759,353
2059,NCTD_22763,NCTD,22763,308
2060,NCTD_22763,NCTD,22763,608
2061,NCTD_22764,NCTD,22764,371
2062,NCTD_22765,NCTD,22765,313
2063,NCTD_22768,NCTD,22768,301
2064,NCTD_22769,NCTD,22769,301
2065,NCTD_22771,NCTD,22771,301
2066,NCTD_22772,NCTD,22772,313
2067,NCTD_22773,NCTD,22773,313
2068,NCTD_22774,NCTD,22774,313
2069,NCTD_22775,NCTD,22775,313
2070,NCTD_22776,NCTD,22776,313
2071,NCTD_22777,NCTD,22777,303
2072,NCTD_22777,NCTD,22777,313
2073,NCTD_22779,NCTD,22779,306
2074,NCTD_22780,NCTD,22780,306
2075,NCTD_22781,NCTD,22781,315
2076,NCTD_22782,NCTD,22782,392
2077,NCTD_22783,NCTD,22783,388
2078,NCTD_22784,NCTD,22784,388
2079,NCTD_22785,NCTD,22785,388
2080,NCTD_22786,NCTD,22786,388
2081,NCTD_22787,NCTD,22787,371
2082,NCTD_22788,NCTD,22788,371
2083,NCTD_22790,NCTD,22790,313
2084,NCTD_22791,NCTD,22791,313
2085,NCTD_22792,NCTD,22792,309
2086,NCTD_22793,NCTD,22793,306
2087,NCTD_22794,NCTD,22794,308
2088,NCTD_22794,NCTD,22794,353
2089,NCTD_22794,NCTD,22794,608
2090,NCTD_22795,NCTD,22795,308
2091,NCTD_22795,NCTD,22795,608
2092,NCTD_22796,NCTD,22796,302
2093,NCTD_22796,NCTD,22796,309
2094,NCTD_22796,NCTD,22796,623
2095,NCTD_22805,NCTD,22805,304
2096,NCTD_22806,NCTD,22806,304
2097,NCTD_22807,NCTD,22807,304
2098,NCTD_22815,NCTD,22815,315
2099,NCTD_22815,NCTD,22815,325
2100,NCTD_22821,NCTD,22821,325
2101,NCTD_22822,NCTD,22822,325
2102,NCTD_22828,NCTD,22828,444
2103,NCTD_22829,NCTD,22829,444
2104,NCTD_22830,NCTD,22830,444
2105,NCTD_22831,NCTD,22831,444
2106,NCTD_22832,NCTD,22832,444
2107,NCTD_22832,NCTD,22832,445
2108,NCTD_22833,NCTD,22833,304
2109,NCTD_22834,NCTD,22834,304
2110,NCTD_22835,NCTD,22835,304
2111,NCTD_22836,NCTD,22836,304
2112,NCTD_22837,NCTD,22837,304
2113,NCTD_22838,NCTD,22838,304
2114,NCTD_22839,NCTD,22839,304
2115,NCTD_22839,NCTD,22839,604
2116,NCTD_22840,NCTD,22840,304
2117,NCTD_22840,NCTD,22840,604
2118,NCTD_22842,NCTD,22842,304
2119,NCTD_22842,NCTD,22842,604
2120,NCTD_22843,NCTD,22843,304
2121,NCTD_22843,NCTD,22843,604
2122,NCTD_22844,NCTD,22844,304
2123,NCTD_22844,NCTD,22844,604
2124,NCTD_22875,NCTD,22875,323
2125,NCTD_22875,NCTD,22875,623
2126,NCTD_22876,NCTD,22876,323
2127,NCTD_22876,NCTD,22876,623
2128,NCTD_22877,NCTD,22877,323
2129,NCTD_22877,NCTD,22877,623
2130,NCTD_22895,NCTD,22895,347
2131,NCTD_22896,NCTD,22896,347
2132,NCTD_22905,NCTD,22905,315
2133,NCTD_22906,NCTD,22906,323
2134,NCTD_22906,NCTD,22906,623
2135,NCTD_22911,NCTD,22911,445
2136,NCTD_22911,NCTD,22911,645
2137,NCTD_22914,NCTD,22914,347
2138,NCTD_22914,NCTD,22914,445
2139,NCTD_22914,NCTD,22914,645
2140,NCTD_22915,NCTD,22915,347
2141,NCTD_22915,NCTD,22915,445
2142,NCTD_22915,NCTD,22915,645
2143,NCTD_22916,NCTD,22916,445
2144,NCTD_22917,NCTD,22917,444
2145,NCTD_22917,NCTD,22917,445
2146,NCTD_22920,NCTD,22920,353
2147,NCTD_22921,NCTD,22921,353
2148,NCTD_22922,NCTD,22922,604
2149,NCTD_22923,NCTD,22923,347
2150,NCTD_22925,NCTD,22925,325
2151,NCTD_22925,NCTD,22925,623
2152,NCTD_22929,NCTD,22929,444
2153,NCTD_22930,NCTD,22930,309
2154,NCTD_22930,NCTD,22930,311
2155,NCTD_22931,NCTD,22931,444
2156,NCTD_22937,NCTD,22937,313
2157,NCTD_22940,NCTD,22940,309
2158,NCTD_22940,NCTD,22940,311
2159,NCTD_22941,NCTD,22941,318
2160,NCTD_22942,NCTD,22942,332
2161,NCTD_22943,NCTD,22943,332
2162,NCTD_22943,NCTD,22943,632
2163,NCTD_22947,NCTD,22947,318
2164,NCTD_22947,NCTD,22947,323
2165,NCTD_22947,NCTD,22947,623
2166,NCTD_22953,NCTD,22953,352
2167,NCTD_22953,NCTD,22953,652
2168,NCTD_22954,NCTD,22954,352
2169,NCTD_22955,NCTD,22955,388
2170,NCTD_24000,NCTD,24000,315
2171,NCTD_24001,NCTD,24001,315
2172,NCTD_24001,NCTD,24001,318
2173,NCTD_24001,NCTD,24001,323
2174,NCTD_24001,NCTD,24001,623
2175,NCTD_24002,NCTD,24002,315
2176,NCTD_24004,NCTD,24004,315
2177,NCTD_24006,NCTD,24006,315
2178,NCTD_24007,NCTD,24007,315
2179,NCTD_24008,NCTD,24008,315
2180,NCTD_24009,NCTD,24009,315
2181,NCTD_24010,NCTD,24010,315
2182,NCTD_24011,NCTD,24011,315
2183,NCTD_24012,NCTD,24012,315
2184,NCTD_24013,NCTD,24013,315
2185,NCTD_24014,NCTD,24014,315
2186,NCTD_24014,NCTD,24014,318
2187,NCTD_24014,NCTD,24014,323
2188,NCTD_24014,NCTD,24014,325
2189,NCTD_24014,NCTD,24014,623
2190,NCTD_24015,NCTD,24015,315
2191,NCTD_24015,NCTD,24015,323
2192,NCTD_24015,NCTD,24015,325
2193,NCTD_24015,NCTD,24015,623
2194,NCTD_24025,NCTD,24025,357
2195,NCTD_24026,NCTD,24026,357
2196,NCTD_24027,NCTD,24027,357
2197,NCTD_24028,NCTD,24028,357
2198,NCTD_24043,NCTD,24043,302
2199,NCTD_24043,NCTD,24043,309
2200,NCTD_24043,NCTD,24043,623
2201,NCTD_24044,NCTD,24044,623
2202,NCTD_24045,NCTD,24045,623
2203,NCTD_24046,NCTD,24046,623
2204,NCTD_24047,NCTD,24047,623
2205,NCTD_24048,NCTD,24048,623
2206,NCTD_24049,NCTD,24049,323
2207,NCTD_24049,NCTD,24049,623
2208,NCTD_24050,NCTD,24050,623
2209,NCTD_24051,NCTD,24051,623
2210,NCTD_24052,NCTD,24052,623
2211,NCTD_24053,NCTD,24053,623
2212,NCTD_24054,NCTD,24054,623
2213,NCTD_24074,NCTD,24074,325
2214,NCTD_24075,NCTD,24075,325
2215,NCTD_24083,NCTD,24083,347
2216,NCTD_24084,NCTD,24084,347
2217,NCTD_24084,NCTD,24084,445
2218,NCTD_24084,NCTD,24084,645
2219,NCTD_24086,NCTD,24086,354
2220,NCTD_24086,NCTD,24086,652
2221,NCTD_24087,NCTD,24087,301
2222,NCTD_24088,NCTD,24088,304
2223,NCTD_24088,NCTD,24088,604
2224,NCTD_24089,NCTD,24089,304
2225,NCTD_24089,NCTD,24089,604
2226,NCTD_24107,NCTD,24107,444
2227,NCTD_24108,NCTD,24108,444
2228,NCTD_24109,NCTD,24109,444
2229,NCTD_24110,NCTD,24110,444
2230,NCTD_24114,NCTD,24114,444
2231,NCTD_24115,NCTD,24115,444
2232,NCTD_24116,NCTD,24116,444
2233,NCTD_24117,NCTD,24117,444
2234,NCTD_24118,NCTD,24118,444
2235,NCTD_24127,NCTD,24127,445
2236,NCTD_24128,NCTD,24128,445
2237,NCTD_24129,NCTD,24129,445
2238,NCTD_24130,NCTD,24130,445
2239,NCTD_24131,NCTD,24131,309
2240,NCTD_24131,NCTD,24131,609
2241,NCTD_24135,NCTD,24135,445
2242,NCTD_24136,NCTD,24136,445
2243,NCTD_24137,NCTD,24137,445
2244,NCTD_24138,NCTD,24138,445
2245,NCTD_24144,NCTD,24144,304
2246,NCTD_24144,NCTD,24144,604
2247,NCTD_24145,NCTD,24145,304
2248,NCTD_24145,NCTD,24145,604
2249,NCTD_24146,NCTD,24146,304
2250,NCTD_24146,NCTD,24146,604
2251,NCTD_24147,NCTD,24147,304
2252,NCTD_24147,NCTD,24147,604
2253,NCTD_24148,NCTD,24148,304
2254,NCTD_24148,NCTD,24148,604
2255,NCTD_24150,NCTD,24150,301
2256,NCTD_24151,NCTD,24151,301
2257,NCTD_24153,NCTD,24153,308
2258,NCTD_24156,NCTD,24156,309
2259,NCTD_24156,NCTD,24156,311
2260,NCTD_24157,NCTD,24157,309
2261,NCTD_24157,NCTD,24157,609
2262,NCTD_24158,NCTD,24158,309
2263,NCTD_24158,NCTD,24158,609
2264,NCTD_24159,NCTD,24159,309
2265,NCTD_24161,NCTD,24161,305
2266,NCTD_24162,NCTD,24162,301
2267,NCTD_24165,NCTD,24165,332
