zpid,id,lotId,imgSrc,hasImage,statusType,statusText,detailUrl,latLong,units,variableData,badgeInfo,buildingName,isBuilding,address,addressStreet,addressState,addressCity,addressZipcode,providerListingId,canSaveBuilding,has3DModel,isFeaturedListing,isSaved,list,relaxed,scrape_date,countryCurrency,price,unformattedPrice,isUndisclosedAddress,beds,baths,area,isZillowOwned,hdpData,isUserClaimingOwner,isUserConfirmedClaim,pgapt,sgapt,zestimate,shouldShowZestimateAsPrice,hasVideo,isHomeRec,hasAdditionalAttributions,availabilityDate
16848371,16848371,,https://photos.zillowstatic.com/fp/d8231cdabc1349131567986c81022fdb-p_e.jpg,True,FOR_RENT,House for rent,https://www.zillow.com/homedetails/1253-Torrey-Pines-Rd-La-Jolla-CA-92037/16848371_zpid/,"{'latitude': 32.844196, 'longitude': -117.27009}",,"{'type': 'TIME_ON_INFO', 'text': '31 days ago', 'data': {'isFresh': False}}",,,,"1253 Torrey Pines Rd, La Jolla, CA 92037",1253 Torrey Pines Rd,CA,La Jolla,92037,1k03y6ytc3eas,,False,True,False,True,False,2022-07-31,$,"$9,300/mo",9300.0,False,4.0,3.5,1970.0,False,"{'homeInfo': {'zpid': 16848371, 'streetAddress': '1253 Torrey Pines Rd', 'zipcode': '92037', 'city': 'La Jolla', 'state': 'CA', 'latitude': 32.844196, 'longitude': -117.27009, 'price': 9300.0, 'datePriceChanged': 1657177200000, 'bathrooms': 3.5, 'bedrooms': 4.0, 'livingArea': 1970.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 2623600, 'rentZestimate': 7128, 'listing_sub_type': {}, 'priceReduction': '$700 (Jul 7)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 9300.0, 'priceChange': -700, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 1520086.0, 'lotAreaValue': 3920.0, 'lotAreaUnit': 'sqft'}}",False,False,ForRent,For Rent,2623600.0,False,False,False,False,
16851561,16851561,,https://photos.zillowstatic.com/fp/75e128b0b4a617cd9799480260f223ca-p_e.jpg,True,FOR_RENT,House for rent,https://www.zillow.com/homedetails/7225-Encelia-Dr-La-Jolla-CA-92037/16851561_zpid/,"{'latitude': 32.84013, 'longitude': -117.25739}",,"{'type': 'TIME_ON_INFO', 'text': '54 days ago', 'data': {'isFresh': False}}",,,,"7225 Encelia Dr, La Jolla, CA 92037",7225 Encelia Dr,CA,La Jolla,92037,5190bpd2mfngc,,False,True,False,True,False,2022-07-31,$,"$15,750/mo",15750.0,False,4.0,4.5,3700.0,False,"{'homeInfo': {'zpid': 16851561, 'streetAddress': '7225 Encelia Dr', 'zipcode': '92037', 'city': 'La Jolla', 'state': 'CA', 'latitude': 32.84013, 'longitude': -117.25739, 'price': 15750.0, 'datePriceChanged': 1656486000000, 'bathrooms': 4.5, 'bedrooms': 4.0, 'livingArea': 3700.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 5245900, 'rentZestimate': 15580, 'listing_sub_type': {}, 'priceReduction': '$2,250 (Jun 29)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 15750.0, 'priceChange': -2250, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 2617635.0, 'lotAreaValue': 0.27017906336088154, 'lotAreaUnit': 'acres'}}",False,False,ForRent,For Rent,5245900.0,False,False,False,False,2022-06-29 00:00:00
16841215,16841215,,https://photos.zillowstatic.com/fp/8a9fc92761d4990099aab05347f8b55d-p_e.jpg,True,FOR_RENT,Apartment for rent,https://www.zillow.com/homedetails/8356-Via-Sonoma-UNIT-B-La-Jolla-CA-92037/16841215_zpid/,"{'latitude': 32.857582, 'longitude': -117.23244}",,"{'type': 'TIME_ON_INFO', 'text': '10 days ago', 'data': {'isFresh': False}}",,,,"8356 Via Sonoma UNIT B, La Jolla, CA 92037",8356 Via Sonoma UNIT B,CA,La Jolla,92037,4pcznyamedvtv,,False,False,False,True,False,2022-07-31,$,"$3,890/mo",3890.0,False,1.0,1.0,636.0,False,"{'homeInfo': {'zpid': 16841215, 'streetAddress': '8356 Via Sonoma UNIT B', 'zipcode': '92037', 'city': 'La Jolla', 'state': 'CA', 'latitude': 32.857582, 'longitude': -117.23244, 'price': 3890.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 636.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 2163, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 3890.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 404143.0, 'unit': 'Unit B', 'lotAreaValue': 4.469995408631772, 'lotAreaUnit': 'acres'}}",False,False,ForRent,For Rent,,False,False,False,False,2022-07-21 00:00:00
65398477,65398477,,https://photos.zillowstatic.com/fp/91f1eccda89852d7f8717236531b8776-p_e.jpg,True,FOR_RENT,Apartment for rent,https://www.zillow.com/homedetails/525-Marine-St-UNIT-11-La-Jolla-CA-92037/65398477_zpid/,"{'latitude': 32.83728, 'longitude': -117.27774}",,"{'type': 'TIME_ON_INFO', 'text': '44 days ago', 'data': {'isFresh': False}}",,,,"525 Marine St UNIT 11, La Jolla, CA 92037",525 Marine St UNIT 11,CA,La Jolla,92037,4917qe8tunjku,,False,False,False,True,False,2022-07-31,$,"$4,950/mo",4950.0,False,2.0,2.0,1140.0,False,"{'homeInfo': {'zpid': 65398477, 'streetAddress': '525 Marine St UNIT 11', 'zipcode': '92037', 'city': 'La Jolla', 'state': 'CA', 'latitude': 32.83728, 'longitude': -117.27774, 'price': 4950.0, 'datePriceChanged': 1658732400000, 'bathrooms': 2.0, 'bedrooms': 2.0, 'livingArea': 1140.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 3899, 'listing_sub_type': {}, 'priceReduction': '$545 (Jul 25)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 4950.0, 'priceChange': -545, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 596249.0, 'unit': 'Unit 11', 'lotAreaValue': 0.33891184573002753, 'lotAreaUnit': 'acres'}}",False,False,ForRent,For Rent,,False,False,False,False,
16855387,16855387,,https://photos.zillowstatic.com/fp/d7fa04fa53ce1f61fa1e9da9126abe34-p_e.jpg,True,FOR_RENT,House for rent,https://www.zillow.com/homedetails/5802-Corral-Way-La-Jolla-CA-92037/16855387_zpid/,"{'latitude': 32.81987, 'longitude': -117.260765}",,"{'type': 'TIME_ON_INFO', 'text': '144 days ago', 'data': {'isFresh': False}}",,,,"5802 Corral Way, La Jolla, CA 92037",5802 Corral Way,CA,La Jolla,92037,13ypf4z85x0j8,,False,True,False,True,False,2022-07-31,$,"$24,995/mo",24995.0,False,3.0,3.5,5500.0,False,"{'homeInfo': {'zpid': 16855387, 'streetAddress': '5802 Corral Way', 'zipcode': '92037', 'city': 'La Jolla', 'state': 'CA', 'latitude': 32.81987, 'longitude': -117.260765, 'price': 24995.0, 'datePriceChanged': 1658386800000, 'bathrooms': 3.5, 'bedrooms': 3.0, 'livingArea': 5500.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 7355800, 'rentZestimate': 22882, 'listing_sub_type': {}, 'priceReduction': '$1,000 (Jul 21)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 24995.0, 'priceChange': -1000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 6137614.0, 'lotAreaValue': 0.8899908172635446, 'lotAreaUnit': 'acres'}}",False,False,ForRent,For Rent,7355800.0,False,False,False,False,2022-08-06 00:00:00
16839071,16839071,,https://photos.zillowstatic.com/fp/4ab88cf716c3e2751e4d67350825aa22-p_e.jpg,True,FOR_RENT,House for rent,https://www.zillow.com/homedetails/2469-Avenida-De-La-Playa-La-Jolla-CA-92037/16839071_zpid/,"{'latitude': 32.85339, 'longitude': -117.25072}",,"{'type': 'TIME_ON_INFO', 'text': '45 days ago', 'data': {'isFresh': False}}",,,,"2469 Avenida De La Playa, La Jolla, CA 92037",2469 Avenida De La Playa,CA,La Jolla,92037,54zmcj0jb6tv2,,False,False,False,True,False,2022-07-31,$,"$29,500/mo",29500.0,False,6.0,5.0,4459.0,False,"{'homeInfo': {'zpid': 16839071, 'streetAddress': '2469 Avenida De La Playa', 'zipcode': '92037', 'city': 'La Jolla', 'state': 'CA', 'latitude': 32.85339, 'longitude': -117.25072, 'price': 29500.0, 'bathrooms': 5.0, 'bedrooms': 6.0, 'livingArea': 4459.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 6805200, 'rentZestimate': 20413, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 29500.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 4572626.0, 'lotAreaValue': 0.5599862258953168, 'lotAreaUnit': 'acres'}}",False,False,ForRent,For Rent,6805200.0,False,False,False,False,
69016971,69016971,,https://photos.zillowstatic.com/fp/83e131b82d1964a61b0011ff26e52f93-p_e.jpg,True,FOR_RENT,House for rent,https://www.zillow.com/homedetails/5448-Caminito-Bayo-La-Jolla-CA-92037/69016971_zpid/,"{'latitude': 32.814903, 'longitude': -117.25276}",,"{'type': 'TIME_ON_INFO', 'text': '20 days ago', 'data': {'isFresh': False}}",,,,"5448 Caminito Bayo, La Jolla, CA 92037",5448 Caminito Bayo,CA,La Jolla,92037,168tdcmc9cpsf,,False,False,False,True,False,2022-07-31,$,"$9,500/mo",9500.0,False,3.0,3.0,2428.0,False,"{'homeInfo': {'zpid': 69016971, 'streetAddress': '5448 Caminito Bayo', 'zipcode': '92037', 'city': 'La Jolla', 'state': 'CA', 'latitude': 32.814903, 'longitude': -117.25276, 'price': 9500.0, 'datePriceChanged': 1655362800000, 'bathrooms': 3.0, 'bedrooms': 3.0, 'livingArea': 2428.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 2629100, 'rentZestimate': 7194, 'listing_sub_type': {}, 'priceReduction': '$1,000 (Jun 16)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 9500.0, 'priceChange': -1000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 1520458.0, 'lotAreaValue': 4139.0, 'lotAreaUnit': 'sqft'}}",False,False,ForRent,For Rent,2629100.0,False,False,False,False,2022-07-11 00:00:00
2102409523,2102409523,,https://photos.zillowstatic.com/fp/b7d9c9636445e4499227213c2b0292c7-p_e.jpg,True,FOR_RENT,Apartment for rent,https://www.zillow.com/homedetails/1129-Torrey-Pines-Rd-APT-1-La-Jolla-CA-92037/2102409523_zpid/,"{'latitude': 32.843163, 'longitude': -117.27118}",,"{'type': 'TIME_ON_INFO', 'text': None, 'data': {'isFresh': False}}",,,,"Studio, $1,650, 1129 Torrey Pines Rd APT 1, La Jolla, CA 92037",1129 Torrey Pines Rd APT 1,CA,La Jolla,92037,435txgan080gw,,False,True,False,True,False,2022-07-31,$,"$1,650/mo",1650.0,False,0.0,1.0,276.0,False,"{'homeInfo': {'zpid': 2102409523, 'streetAddress': '1129 Torrey Pines Rd APT 1', 'zipcode': '92037', 'city': 'La Jolla', 'state': 'CA', 'latitude': 32.843163, 'longitude': -117.27118, 'price': 1650.0, 'bathrooms': 1.0, 'bedrooms': 0.0, 'livingArea': 276.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 1935, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1650.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 1'}}",False,False,ForRent,For Rent,,False,False,False,False,2022-07-29 00:00:00
16836106,16836106,,https://photos.zillowstatic.com/fp/9ba2de08255efbf5d95e9f66d23e463d-p_e.jpg,True,FOR_RENT,House for rent,https://www.zillow.com/homedetails/2610-Inyaha-Ln-La-Jolla-CA-92037/16836106_zpid/,"{'latitude': 32.8744, 'longitude': -117.24639}",,"{'type': 'TIME_ON_INFO', 'text': '30 days ago', 'data': {'isFresh': False}}",,,,"2610 Inyaha Ln, La Jolla, CA 92037",2610 Inyaha Ln,CA,La Jolla,92037,44d2vw5rfxwus,,False,True,False,True,False,2022-07-31,$,"$15,000/mo",15000.0,False,6.0,5.0,6582.0,False,"{'homeInfo': {'zpid': 16836106, 'streetAddress': '2610 Inyaha Ln', 'zipcode': '92037', 'city': 'La Jolla', 'state': 'CA', 'latitude': 32.8744, 'longitude': -117.24639, 'price': 15000.0, 'datePriceChanged': 1657263600000, 'bathrooms': 5.0, 'bedrooms': 6.0, 'livingArea': 6582.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 5786600, 'rentZestimate': 17053, 'listing_sub_type': {}, 'priceReduction': '$1,500 (Jul 8)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 15000.0, 'priceChange': -1500, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 4698174.0, 'lotAreaValue': 0.45528007346189164, 'lotAreaUnit': 'acres'}}",False,False,ForRent,For Rent,5786600.0,False,False,False,False,2022-07-01 00:00:00
16848369,16848369,,https://photos.zillowstatic.com/fp/e7aa0ba6cc7083bd21265189423ec242-p_e.jpg,True,FOR_RENT,House for rent,https://www.zillow.com/homedetails/7648-Ivanhoe-Ave-E-La-Jolla-CA-92037/16848369_zpid/,"{'latitude': 32.84439, 'longitude': -117.269684}",,"{'type': 'TIME_ON_INFO', 'text': '75 days ago', 'data': {'isFresh': False}}",,,,"7648 Ivanhoe Ave E, La Jolla, CA 92037",7648 Ivanhoe Ave E,CA,La Jolla,92037,4ujxwbjrxdj28,,False,False,False,True,False,2022-07-31,$,"$6,500/mo",6500.0,False,1.0,1.0,701.0,False,"{'homeInfo': {'zpid': 16848369, 'streetAddress': '7648 Ivanhoe Ave E', 'zipcode': '92037', 'city': 'La Jolla', 'state': 'CA', 'latitude': 32.84439, 'longitude': -117.269684, 'price': 6500.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 701.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 1512100, 'rentZestimate': 2799, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 6500.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 824790.0, 'lotAreaValue': 2592.0, 'lotAreaUnit': 'sqft'}}",False,False,ForRent,For Rent,1512100.0,False,False,False,False,
16855198,16855198,,https://photos.zillowstatic.com/fp/9bccd6939961730df7b3e8b88768474f-p_e.jpg,True,FOR_RENT,House for rent,https://www.zillow.com/homedetails/887-La-Jolla-Rancho-Rd-La-Jolla-CA-92037/16855198_zpid/,"{'latitude': 32.82013, 'longitude': -117.26604}",,"{'type': 'TIME_ON_INFO', 'text': '36 days ago', 'data': {'isFresh': False}}",,,,"887 La Jolla Rancho Rd, La Jolla, CA 92037",887 La Jolla Rancho Rd,CA,La Jolla,92037,2wwkesvtvkhuf,,False,False,False,True,False,2022-07-31,$,"$32,000/mo",32000.0,False,4.0,3.5,3786.0,False,"{'homeInfo': {'zpid': 16855198, 'streetAddress': '887 La Jolla Rancho Rd', 'zipcode': '92037', 'city': 'La Jolla', 'state': 'CA', 'latitude': 32.82013, 'longitude': -117.26604, 'price': 32000.0, 'bathrooms': 3.5, 'bedrooms': 4.0, 'livingArea': 3786.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 4702600, 'rentZestimate': 14006, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 32000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 2446326.0, 'lotAreaValue': 0.2599862258953168, 'lotAreaUnit': 'acres'}}",False,False,ForRent,For Rent,4702600.0,False,False,False,False,2022-07-27 00:00:00
16854883,16854883,,https://photos.zillowstatic.com/fp/4bd8d40552970593436bca15b4571c3b-p_e.jpg,True,FOR_RENT,House for rent,https://www.zillow.com/homedetails/1419-Inspiration-Dr-La-Jolla-CA-92037/16854883_zpid/,"{'latitude': 32.82519, 'longitude': -117.26184}",,"{'type': 'VIDEO_WALKTHROUGH', 'text': 'Video Walkthrough'}",,,,"1419 Inspiration Dr, La Jolla, CA 92037",1419 Inspiration Dr,CA,La Jolla,92037,28b9r3sfd8ga2,,False,False,False,True,False,2022-07-31,$,"$55,000/mo",55000.0,False,6.0,5.5,5716.0,False,"{'homeInfo': {'zpid': 16854883, 'streetAddress': '1419 Inspiration Dr', 'zipcode': '92037', 'city': 'La Jolla', 'state': 'CA', 'latitude': 32.82519, 'longitude': -117.26184, 'price': 55000.0, 'bathrooms': 5.5, 'bedrooms': 6.0, 'livingArea': 5716.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 5044000, 'rentZestimate': 14856, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 55000.0, 'videoCount': 1, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 455141.0, 'lotAreaValue': 1.3299816345270892, 'lotAreaUnit': 'acres'}}",False,False,ForRent,For Rent,5044000.0,False,True,False,False,2022-08-20 00:00:00
16855048,16855048,,https://photos.zillowstatic.com/fp/ec85ecf91d15a25d14ef902906819873-p_e.jpg,True,FOR_RENT,House for rent,https://www.zillow.com/homedetails/1402-Rodeo-Dr-La-Jolla-CA-92037/16855048_zpid/,"{'latitude': 32.824802, 'longitude': -117.261}",,"{'type': 'TIME_ON_INFO', 'text': '171 days ago', 'data': {'isFresh': False}}",,,,"1402 Rodeo Dr, La Jolla, CA 92037",1402 Rodeo Dr,CA,La Jolla,92037,1e5y72pdgx0cv,,False,False,False,True,False,2022-07-31,$,"$20,000/mo",20000.0,False,4.0,3.5,2600.0,False,"{'homeInfo': {'zpid': 16855048, 'streetAddress': '1402 Rodeo Dr', 'zipcode': '92037', 'city': 'La Jolla', 'state': 'CA', 'latitude': 32.824802, 'longitude': -117.261, 'price': 20000.0, 'datePriceChanged': 1653980400000, 'bathrooms': 3.5, 'bedrooms': 4.0, 'livingArea': 2600.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 4076900, 'rentZestimate': 12294, 'listing_sub_type': {}, 'priceReduction': '$2,000 (May 31)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 20000.0, 'priceChange': -2000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 2726880.0, 'lotAreaValue': 0.3099862258953168, 'lotAreaUnit': 'acres'}}",False,False,ForRent,For Rent,4076900.0,False,False,False,False,2022-09-01 00:00:00
32.862747--117.234886,32.862747--117.234886,1001662784.0,https://photos.zillowstatic.com/fp/415facab061502140a5e3d97a3de5a3a-p_e.jpg,True,FOR_RENT,For Rent,"/b/La-Jolla-CA/32.862747,-117.234886_ll/","{'latitude': 32.862747, 'longitude': -117.234886}","[{'price': '$3,900+', 'beds': '1'}, {'price': '$3,100+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': 'Updated yesterday'}",,,True,"8537 Villa La Jolla Dr, La Jolla, CA",8537 Villa La Jolla Dr Apt D,CA,La Jolla,92037,5hacmst39m0hh,False,False,False,False,True,False,2022-07-31,,,,,,,,,,,,,,,,,,,
16840875,16840875,,https://photos.zillowstatic.com/fp/5b2f93323a94a2573a35f136f9004fe6-p_e.jpg,True,FOR_RENT,Apartment for rent,https://www.zillow.com/homedetails/8255-Caminito-Modena-La-Jolla-CA-92037/16840875_zpid/,"{'latitude': 32.854923, 'longitude': -117.23281}",,"{'type': 'TIME_ON_INFO', 'text': '1 day ago', 'data': {'isFresh': False}}",,,,"8255 Caminito Modena, La Jolla, CA 92037",8255 Caminito Modena,CA,La Jolla,92037,f0snu73tge32,,False,False,False,True,False,2022-07-31,$,"$5,200/mo",5200.0,False,3.0,3.0,1416.0,False,"{'homeInfo': {'zpid': 16840875, 'streetAddress': '8255 Caminito Modena', 'zipcode': '92037', 'city': 'La Jolla', 'state': 'CA', 'latitude': 32.854923, 'longitude': -117.23281, 'price': 5200.0, 'bathrooms': 3.0, 'bedrooms': 3.0, 'livingArea': 1416.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 1100400, 'rentZestimate': 3835, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 5200.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 714181.0, 'lotAreaValue': 3.828856749311295, 'lotAreaUnit': 'acres'}}",False,False,ForRent,For Rent,1100400.0,False,False,False,False,2022-09-01 00:00:00
32.860573--117.23478,32.860573--117.23478,1001576969.0,https://photos.zillowstatic.com/fp/df2f141ecbc1001bf52bb020bf7a5c85-p_e.jpg,True,FOR_RENT,For Rent,/b/la-jolla-village-condominiums-la-jolla-ca-5Xmqp2/,"{'latitude': 32.860573, 'longitude': -117.23478}","[{'price': '$2,600+', 'beds': '1'}, {'price': '$3,200+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': '1 day ago'}",,,True,"8430 Via Mallorca, La Jolla, CA",8430 Via Mallorca Unit 118,CA,La Jolla,92037,4h4ygqd0yw75x,False,False,False,False,True,False,2022-07-31,,,,,,,,,,,,,,,,,,,
16848683,16848683,,https://photos.zillowstatic.com/fp/350d739699ca43c69e21895e5eb2aea1-p_e.jpg,True,FOR_RENT,Apartment for rent,https://www.zillow.com/homedetails/7550-Eads-Ave-UNIT-103-La-Jolla-CA-92037/16848683_zpid/,"{'latitude': 32.840626, 'longitude': -117.275505}",,"{'type': 'TIME_ON_INFO', 'text': '1 day ago', 'data': {'isFresh': False}}",,,,"7550 Eads Ave UNIT 103, La Jolla, CA 92037",7550 Eads Ave UNIT 103,CA,La Jolla,92037,294dac50c71s7,,False,False,False,True,False,2022-07-31,$,"$4,200/mo",4200.0,False,2.0,2.0,1356.0,False,"{'homeInfo': {'zpid': 16848683, 'streetAddress': '7550 Eads Ave UNIT 103', 'zipcode': '92037', 'city': 'La Jolla', 'state': 'CA', 'latitude': 32.840626, 'longitude': -117.275505, 'price': 4200.0, 'bathrooms': 2.0, 'bedrooms': 2.0, 'livingArea': 1356.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 4800, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 4200.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 534697.0, 'unit': 'Unit 103', 'lotAreaValue': 0.6429981634527089, 'lotAreaUnit': 'acres'}}",False,False,ForRent,For Rent,,False,False,False,False,2022-09-06 00:00:00
