zpid,id,lotId,imgSrc,hasImage,statusType,statusText,detailUrl,latLong,units,variableData,badgeInfo,buildingName,isBuilding,address,addressStreet,addressState,addressCity,addressZipcode,providerListingId,canSaveBuilding,has3DModel,isFeaturedListing,isSaved,list,relaxed,scrape_date,countryCurrency,price,unformattedPrice,isUndisclosedAddress,beds,baths,area,isZillowOwned,hdpData,isUserClaimingOwner,isUserConfirmedClaim,pgapt,sgapt,zestimate,shouldShowZestimateAsPrice,hasVideo,isHomeRec,hasAdditionalAttributions,availabilityDate
2062469311,2062469311,,https://photos.zillowstatic.com/fp/14c82707df0e59989b0de81a0367ed5c-p_e.jpg,True,FOR_RENT,Townhouse for rent,https://www.zillow.com/homedetails/5431-La-Jolla-Blvd-A-La-Jolla-CA-92037/2062469311_zpid/,"{'latitude': 32.8118, 'longitude': -117.267}",,"{'type': 'TIME_ON_INFO', 'text': '23 days ago', 'data': {'isFresh': False}}",,,,"5431 La Jolla Blvd #A, La Jolla, CA 92037",5431 La Jolla Blvd #A,CA,La Jolla,92037,1b2kcjtwewfzr,,False,True,False,True,False,2022-07-31,$,"$3,600/mo",3600.0,False,1.0,1.5,1332.0,False,"{'homeInfo': {'zpid': 2062469311, 'streetAddress': '5431 La Jolla Blvd #A', 'zipcode': '92037', 'city': 'La Jolla', 'state': 'CA', 'latitude': 32.8118, 'longitude': -117.267, 'price': 3600.0, 'datePriceChanged': 1659078000000, 'bathrooms': 1.5, 'bedrooms': 1.0, 'livingArea': 1332.0, 'homeType': 'TOWNHOUSE', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'priceReduction': '$200 (Jul 29)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 3600.0, 'priceChange': -200, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# A'}}",False,False,ForRent,For Rent,,False,False,False,False,2022-08-15 00:00:00
16858227,16858227,,https://photos.zillowstatic.com/fp/ba6b87cc9d06efcd6032c52e58eeee3c-p_e.jpg,True,FOR_RENT,Townhouse for rent,https://www.zillow.com/homedetails/5805-Caminito-Del-Estio-La-Jolla-CA-92037/16858227_zpid/,"{'latitude': 32.82145, 'longitude': -117.25058}",,"{'type': 'TIME_ON_INFO', 'text': '11 days ago', 'data': {'isFresh': False}}",,,,"5805 Caminito Del Estio, La Jolla, CA 92037",5805 Caminito Del Estio,CA,La Jolla,92037,4jddj6ga7c9b7,,False,False,False,True,False,2022-07-31,$,"$6,200/mo",6200.0,False,3.0,3.0,2576.0,False,"{'homeInfo': {'zpid': 16858227, 'streetAddress': '5805 Caminito Del Estio', 'zipcode': '92037', 'city': 'La Jolla', 'state': 'CA', 'latitude': 32.82145, 'longitude': -117.25058, 'price': 6200.0, 'bathrooms': 3.0, 'bedrooms': 3.0, 'livingArea': 2576.0, 'homeType': 'TOWNHOUSE', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 1671000, 'rentZestimate': 6499, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 6200.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 1071789.0, 'lotAreaValue': 1.4090220385674932, 'lotAreaUnit': 'acres'}}",False,False,ForRent,For Rent,1671000.0,False,False,False,False,2022-07-20 00:00:00
16850492,16850492,,https://photos.zillowstatic.com/fp/a263207cdcd4a63a2724b4f30bc33af3-p_e.jpg,True,FOR_RENT,House for rent,https://www.zillow.com/homedetails/6561-Avenida-Wilfredo-La-Jolla-CA-92037/16850492_zpid/,"{'latitude': 32.829468, 'longitude': -117.270805}",,"{'type': 'TIME_ON_INFO', 'text': '31 days ago', 'data': {'isFresh': False}}",,,,"6561 Avenida Wilfredo, La Jolla, CA 92037",6561 Avenida Wilfredo,CA,La Jolla,92037,1k3tcp5k3n62,,False,True,False,True,False,2022-07-31,$,"$10,750/mo",10750.0,False,4.0,3.0,2628.0,False,"{'homeInfo': {'zpid': 16850492, 'streetAddress': '6561 Avenida Wilfredo', 'zipcode': '92037', 'city': 'La Jolla', 'state': 'CA', 'latitude': 32.829468, 'longitude': -117.270805, 'price': 10750.0, 'datePriceChanged': 1658818800000, 'bathrooms': 3.0, 'bedrooms': 4.0, 'livingArea': 2628.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 3582100, 'rentZestimate': 10668, 'listing_sub_type': {}, 'priceReduction': '$250 (Jul 26)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 10750.0, 'priceChange': -250, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 2091595.0, 'lotAreaValue': 0.45684113865932047, 'lotAreaUnit': 'acres'}}",False,False,ForRent,For Rent,3582100.0,False,False,False,False,2022-08-01 00:00:00
16851630,16851630,,https://photos.zillowstatic.com/fp/64091197390b0fbda75822fc118db29e-p_e.jpg,True,FOR_RENT,House for rent,https://www.zillow.com/homedetails/7274-Via-Capri-La-Jolla-CA-92037/16851630_zpid/,"{'latitude': 32.841896, 'longitude': -117.2525}",,"{'type': 'TIME_ON_INFO', 'text': '89 days ago', 'data': {'isFresh': False}}",,,,"7274 Via Capri, La Jolla, CA 92037",7274 Via Capri,CA,La Jolla,92037,2ucz841ne1wkm,,False,False,False,True,False,2022-07-31,$,"$18,900/mo",18900.0,False,4.0,3.5,2700.0,False,"{'homeInfo': {'zpid': 16851630, 'streetAddress': '7274 Via Capri', 'zipcode': '92037', 'city': 'La Jolla', 'state': 'CA', 'latitude': 32.841896, 'longitude': -117.2525, 'price': 18900.0, 'datePriceChanged': 1658300400000, 'bathrooms': 3.5, 'bedrooms': 4.0, 'livingArea': 2700.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 2987700, 'rentZestimate': 8382, 'listing_sub_type': {}, 'priceReduction': '$600 (Jul 20)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 18900.0, 'priceChange': -600, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 1291196.0, 'lotAreaValue': 0.3122130394857668, 'lotAreaUnit': 'acres'}}",False,False,ForRent,For Rent,2987700.0,False,False,False,False,2022-08-01 00:00:00
16907844,16907844,,https://photos.zillowstatic.com/fp/de75e674349ff6db36af6833797f500a-p_e.jpg,True,FOR_RENT,House for rent,https://www.zillow.com/homedetails/1238-Agate-St-San-Diego-CA-92109/16907844_zpid/,"{'latitude': 32.81169, 'longitude': -117.251335}",,"{'type': 'TIME_ON_INFO', 'text': '16 days ago', 'data': {'isFresh': False}}",,,,"1238 Agate St, San Diego, CA 92109",1238 Agate St,CA,San Diego,92109,s7y0nsvztg7j,,False,False,False,True,False,2022-07-31,$,"$6,500/mo",6500.0,False,2.0,2.0,1203.0,False,"{'homeInfo': {'zpid': 16907844, 'streetAddress': '1238 Agate St', 'zipcode': '92109', 'city': 'San Diego', 'state': 'CA', 'latitude': 32.81169, 'longitude': -117.251335, 'price': 6500.0, 'bathrooms': 2.0, 'bedrooms': 2.0, 'livingArea': 1203.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 1610100, 'rentZestimate': 4376, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 6500.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 1150000.0, 'lotAreaValue': 3301.0, 'lotAreaUnit': 'sqft'}}",False,False,ForRent,For Rent,1610100.0,False,False,False,False,2022-07-15 00:00:00
16847882,16847882,,https://photos.zillowstatic.com/fp/6f64e3726f6c18e63fc1cce44ee25b40-p_e.jpg,True,FOR_RENT,Apartment for rent,https://www.zillow.com/homedetails/1205-Coast-Blvd-UNIT-A-La-Jolla-CA-92037/16847882_zpid/,"{'latitude': 32.84962, 'longitude': -117.27204}",,"{'type': '3D_HOME', 'text': '3D Tour'}",,,,"1205 Coast Blvd UNIT A, La Jolla, CA 92037",1205 Coast Blvd UNIT A,CA,La Jolla,92037,44pd5tc89jg4w,,True,False,False,True,False,2022-07-31,$,"$12,000/mo",12000.0,False,3.0,3.5,1923.0,False,"{'homeInfo': {'zpid': 16847882, 'streetAddress': '1205 Coast Blvd UNIT A', 'zipcode': '92037', 'city': 'La Jolla', 'state': 'CA', 'latitude': 32.84962, 'longitude': -117.27204, 'price': 12000.0, 'bathrooms': 3.5, 'bedrooms': 3.0, 'livingArea': 1923.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 5780, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 12000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 1088286.0, 'unit': 'Unit A', 'lotAreaValue': 5198.0, 'lotAreaUnit': 'sqft'}}",False,False,ForRent,For Rent,,False,False,False,False,2022-07-13 00:00:00
16856031,16856031,,https://photos.zillowstatic.com/fp/46aaf03b431e3c515d235e6a7581ca63-p_e.jpg,True,FOR_RENT,House for rent,https://www.zillow.com/homedetails/846-Forward-St-La-Jolla-CA-92037/16856031_zpid/,"{'latitude': 32.815372, 'longitude': -117.26353}",,"{'type': 'TIME_ON_INFO', 'text': '10 days ago', 'data': {'isFresh': False}}",,,,"846 Forward St, La Jolla, CA 92037",846 Forward St,CA,La Jolla,92037,4u3hfcc5wmbr6,,False,False,False,True,False,2022-07-31,$,"$7,295/mo",7295.0,False,3.0,2.0,1500.0,False,"{'homeInfo': {'zpid': 16856031, 'streetAddress': '846 Forward St', 'zipcode': '92037', 'city': 'La Jolla', 'state': 'CA', 'latitude': 32.815372, 'longitude': -117.26353, 'price': 7295.0, 'datePriceChanged': 1658818800000, 'bathrooms': 2.0, 'bedrooms': 3.0, 'livingArea': 1500.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 2249100, 'rentZestimate': 6455, 'listing_sub_type': {}, 'priceReduction': '$100 (Jul 26)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 7295.0, 'priceChange': -100, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 537349.0, 'lotAreaValue': 10814.0, 'lotAreaUnit': 'sqft'}}",False,False,ForRent,For Rent,2249100.0,False,False,False,False,2022-09-01 00:00:00
16848060,16848060,,https://photos.zillowstatic.com/fp/d45e34df492a2bb9bc4f5f214f30baed-p_e.jpg,True,FOR_RENT,House for rent,https://www.zillow.com/homedetails/7841-Prospect-Pl-La-Jolla-CA-92037/16848060_zpid/,"{'latitude': 32.847946, 'longitude': -117.26771}",,"{'type': 'TIME_ON_INFO', 'text': '32 days ago', 'data': {'isFresh': False}}",,,,"7841 Prospect Pl, La Jolla, CA 92037",7841 Prospect Pl,CA,La Jolla,92037,df86d312neue,,False,True,False,True,False,2022-07-31,$,"$9,000/mo",9000.0,False,3.0,2.5,1864.0,False,"{'homeInfo': {'zpid': 16848060, 'streetAddress': '7841 Prospect Pl', 'zipcode': '92037', 'city': 'La Jolla', 'state': 'CA', 'latitude': 32.847946, 'longitude': -117.26771, 'price': 9000.0, 'bathrooms': 2.5, 'bedrooms': 3.0, 'livingArea': 1864.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 3327500, 'rentZestimate': 9804, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 9000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 1419921.0, 'lotAreaValue': 4949.0, 'lotAreaUnit': 'sqft'}}",False,False,ForRent,For Rent,3327500.0,False,False,False,False,2022-08-01 00:00:00
16855750,16855750,,https://photos.zillowstatic.com/fp/5470118c1d7c7f0fac2854440c0b3bd2-p_e.jpg,True,FOR_RENT,House for rent,https://www.zillow.com/homedetails/5622-Taft-Ave-La-Jolla-CA-92037/16855750_zpid/,"{'latitude': 32.81529, 'longitude': -117.26533}",,"{'type': 'TIME_ON_INFO', 'text': '33 days ago', 'data': {'isFresh': False}}",,,,"5622 Taft Ave, La Jolla, CA 92037",5622 Taft Ave,CA,La Jolla,92037,50668q31qk0m8,,False,True,False,True,False,2022-07-31,$,"$8,999/mo",8999.0,False,4.0,3.0,2545.0,False,"{'homeInfo': {'zpid': 16855750, 'streetAddress': '5622 Taft Ave', 'zipcode': '92037', 'city': 'La Jolla', 'state': 'CA', 'latitude': 32.81529, 'longitude': -117.26533, 'price': 8999.0, 'bathrooms': 3.0, 'bedrooms': 4.0, 'livingArea': 2545.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 3058300, 'rentZestimate': 9134, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 8999.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 908919.0, 'lotAreaValue': 7501.0, 'lotAreaUnit': 'sqft'}}",False,False,ForRent,For Rent,3058300.0,False,False,False,False,2022-08-01 00:00:00
16856423,16856423,,https://photos.zillowstatic.com/fp/968c0533b325e1eec9c10ea4a6a34605-p_e.jpg,True,FOR_RENT,House for rent,https://www.zillow.com/homedetails/1540-La-Jolla-Rancho-Rd-La-Jolla-CA-92037/16856423_zpid/,"{'latitude': 32.825943, 'longitude': -117.25812}",,"{'type': 'TIME_ON_INFO', 'text': '30 days ago', 'data': {'isFresh': False}}",,,,"1540 La Jolla Rancho Rd, La Jolla, CA 92037",1540 La Jolla Rancho Rd,CA,La Jolla,92037,dvqjkrmwv0gy,,False,False,False,True,False,2022-07-31,$,"$8,500/mo",8500.0,False,4.0,3.0,2194.0,False,"{'homeInfo': {'zpid': 16856423, 'streetAddress': '1540 La Jolla Rancho Rd', 'zipcode': '92037', 'city': 'La Jolla', 'state': 'CA', 'latitude': 32.825943, 'longitude': -117.25812, 'price': 8500.0, 'datePriceChanged': 1658386800000, 'bathrooms': 3.0, 'bedrooms': 4.0, 'livingArea': 2194.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 4569800, 'rentZestimate': 16425, 'listing_sub_type': {}, 'priceReduction': '$1,000 (Jul 21)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 8500.0, 'priceChange': -1000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 3658354.0, 'lotAreaValue': 0.95, 'lotAreaUnit': 'acres'}}",False,False,ForRent,For Rent,4569800.0,False,False,False,False,2022-07-01 00:00:00
16858363,16858363,,https://photos.zillowstatic.com/fp/cb00be7f214a5fcde4b7b2344127aae7-p_e.jpg,True,FOR_RENT,House for rent,https://www.zillow.com/homedetails/1389-Caminito-Batea-La-Jolla-CA-92037/16858363_zpid/,"{'latitude': 32.81745, 'longitude': -117.25003}",,"{'type': 'TIME_ON_INFO', 'text': '4 days ago', 'data': {'isFresh': False}}",,,,"1389 Caminito Batea, La Jolla, CA 92037",1389 Caminito Batea,CA,La Jolla,92037,fd9upm2nc9a6,,False,False,False,True,False,2022-07-31,$,"$8,500/mo",8500.0,False,3.0,2.5,2699.0,False,"{'homeInfo': {'zpid': 16858363, 'streetAddress': '1389 Caminito Batea', 'zipcode': '92037', 'city': 'La Jolla', 'state': 'CA', 'latitude': 32.81745, 'longitude': -117.25003, 'price': 8500.0, 'bathrooms': 2.5, 'bedrooms': 3.0, 'livingArea': 2699.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 3011900, 'rentZestimate': 9165, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 8500.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 1989969.0, 'lotAreaValue': 5939.0, 'lotAreaUnit': 'sqft'}}",False,False,ForRent,For Rent,3011900.0,False,False,False,False,2022-08-15 00:00:00
16855801,16855801,,https://photos.zillowstatic.com/fp/3f09849317ffda17acb93b6f26f982c7-p_e.jpg,True,FOR_RENT,House for rent,https://www.zillow.com/homedetails/918-Sandpiper-Pl-La-Jolla-CA-92037/16855801_zpid/,"{'latitude': 32.81733, 'longitude': -117.26334}",,"{'type': 'VIDEO_WALKTHROUGH', 'text': 'Video Walkthrough'}",,,,"918 Sandpiper Pl, La Jolla, CA 92037",918 Sandpiper Pl,CA,La Jolla,92037,3ase86s30wjer,,False,False,False,True,False,2022-07-31,$,"$13,000/mo",13000.0,False,4.0,4.0,2941.0,False,"{'homeInfo': {'zpid': 16855801, 'streetAddress': '918 Sandpiper Pl', 'zipcode': '92037', 'city': 'La Jolla', 'state': 'CA', 'latitude': 32.81733, 'longitude': -117.26334, 'price': 13000.0, 'bathrooms': 4.0, 'bedrooms': 4.0, 'livingArea': 2941.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 3193000, 'rentZestimate': 8724, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 13000.0, 'videoCount': 1, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 2125000.0, 'lotAreaValue': 0.25, 'lotAreaUnit': 'acres'}}",False,False,ForRent,For Rent,3193000.0,False,True,False,False,2022-10-01 00:00:00
16858508,16858508,,https://photos.zillowstatic.com/fp/dcd3418fb38a501d82e6cd14e4a1ef2e-p_e.jpg,True,FOR_RENT,Townhouse for rent,https://www.zillow.com/homedetails/1311-Caminito-Floreo-La-Jolla-CA-92037/16858508_zpid/,"{'latitude': 32.81509, 'longitude': -117.25187}",,"{'type': 'TIME_ON_INFO', 'text': '21 days ago', 'data': {'isFresh': False}}",,,,"1311 Caminito Floreo, La Jolla, CA 92037",1311 Caminito Floreo,CA,La Jolla,92037,3w2t4abcmjr2b,,False,False,False,True,False,2022-07-31,$,"$8,500/mo",8500.0,False,3.0,4.0,2600.0,False,"{'homeInfo': {'zpid': 16858508, 'streetAddress': '1311 Caminito Floreo', 'zipcode': '92037', 'city': 'La Jolla', 'state': 'CA', 'latitude': 32.81509, 'longitude': -117.25187, 'price': 8500.0, 'datePriceChanged': 1656831600000, 'bathrooms': 4.0, 'bedrooms': 3.0, 'livingArea': 2600.0, 'homeType': 'TOWNHOUSE', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 1548400, 'rentZestimate': 9899, 'listing_sub_type': {}, 'priceReduction': '$1,350 (Jul 3)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 8500.0, 'priceChange': -1350, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 1448616.0, 'lotAreaValue': 3998.0, 'lotAreaUnit': 'sqft'}}",False,False,ForRent,For Rent,1548400.0,False,False,False,False,2022-07-10 00:00:00
16857530,16857530,,https://photos.zillowstatic.com/fp/c716e2f7c2666133b9b8043655ed1572-p_e.jpg,True,FOR_RENT,Apartment for rent,https://www.zillow.com/homedetails/2205-Caminito-Preciosa-Sur-La-Jolla-CA-92037/16857530_zpid/,"{'latitude': 32.81866, 'longitude': -117.234184}",,"{'type': 'TIME_ON_INFO', 'text': '26 days ago', 'data': {'isFresh': False}}",,,,"Mount La Jolla, 2205 Caminito Preciosa Sur, La Jolla, CA 92037",2205 Caminito Preciosa Sur,CA,La Jolla,92037,4rt2q60h6uu2e,,False,False,False,True,False,2022-07-31,$,"$5,700/mo",5700.0,False,3.0,2.0,1700.0,False,"{'homeInfo': {'zpid': 16857530, 'streetAddress': '2205 Caminito Preciosa Sur', 'zipcode': '92037', 'city': 'La Jolla', 'state': 'CA', 'latitude': 32.81866, 'longitude': -117.234184, 'price': 5700.0, 'bathrooms': 2.0, 'bedrooms': 3.0, 'livingArea': 1700.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 4657, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 5700.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 768339.0, 'lotAreaValue': 11.989990817263545, 'lotAreaUnit': 'acres'}}",False,False,ForRent,For Rent,,False,False,False,False,2022-09-01 00:00:00
2088367855,2088367855,,https://photos.zillowstatic.com/fp/7dd2f884ba71d8b08aa7f4387c0c93a6-p_e.jpg,True,FOR_RENT,House for rent,https://www.zillow.com/homedetails/8017-El-Paseo-Grande-La-Jolla-CA-92037/2088367855_zpid/,"{'latitude': 32.85287, 'longitude': -117.25544}",,"{'type': 'TIME_ON_INFO', 'text': '37 days ago', 'data': {'isFresh': False}}",,,,"8017 El Paseo Grande, La Jolla, CA 92037",8017 El Paseo Grande,CA,La Jolla,92037,1pjv88ewjh0sm,,False,True,False,True,False,2022-07-31,$,"$6,500/mo",6500.0,False,2.0,2.0,1200.0,False,"{'homeInfo': {'zpid': 2088367855, 'streetAddress': '8017 El Paseo Grande', 'zipcode': '92037', 'city': 'La Jolla', 'state': 'CA', 'latitude': 32.85287, 'longitude': -117.25544, 'price': 6500.0, 'datePriceChanged': 1657954800000, 'bathrooms': 2.0, 'bedrooms': 2.0, 'livingArea': 1200.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 1136100, 'rentZestimate': 5000, 'listing_sub_type': {}, 'priceReduction': '$200 (Jul 16)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 6500.0, 'priceChange': -200, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA'}}",False,False,ForRent,For Rent,1136100.0,False,False,False,False,
16856377,16856377,,https://photos.zillowstatic.com/fp/3b25901a55f3a899db30429b4dfe8400-p_e.jpg,True,FOR_RENT,House for rent,https://www.zillow.com/homedetails/5432-Candlelight-Dr-La-Jolla-CA-92037/16856377_zpid/,"{'latitude': 32.81356, 'longitude': -117.25901}",,"{'type': 'TIME_ON_INFO', 'text': '452 days ago', 'data': {'isFresh': False}}",,,,"5432 Candlelight Dr, La Jolla, CA 92037",5432 Candlelight Dr,CA,La Jolla,92037,2fjzcgfm4dezt,,False,False,False,True,False,2022-07-31,$,"$18,000/mo",18000.0,False,5.0,3.0,3050.0,False,"{'homeInfo': {'zpid': 16856377, 'streetAddress': '5432 Candlelight Dr', 'zipcode': '92037', 'city': 'La Jolla', 'state': 'CA', 'latitude': 32.81356, 'longitude': -117.25901, 'price': 18000.0, 'datePriceChanged': 1658300400000, 'bathrooms': 3.0, 'bedrooms': 5.0, 'livingArea': 3050.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 4374100, 'rentZestimate': 12030, 'listing_sub_type': {}, 'priceReduction': '$2,000 (Jul 20)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 18000.0, 'priceChange': -2000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 2025152.0, 'lotAreaValue': 0.539485766758494, 'lotAreaUnit': 'acres'}}",False,False,ForRent,For Rent,4374100.0,False,False,False,False,2022-08-05 00:00:00
